08 19 17:37:40.645  INFO mysql_avatar::mysqld:73       : Binlog watcher inited, start after 3 secs, running every 3 secs
08 19 17:37:43.650 DEBUG mysql_avatar::mysqld:108      : Binlog file changed...C:/Users/BK-liao/mysqltest/data/binlog/mysql-bin.000002
08 19 17:37:53.252 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.252 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.252 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.252 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.253 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.253 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.253 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.253 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.253 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.253 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.254 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.254 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.254 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.254 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.254 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.254 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.254 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.255 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.255 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.255 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.255 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.255 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.255 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.259 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.259 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.259 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.259 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.259 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.259 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.259 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.263 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.263 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.263 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.263 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.263 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.263 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.263 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.263 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.264 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.264 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.264 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.264 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.264 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.264 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.264 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.264 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.264 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.265 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.265 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.265 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.265 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.265 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.265 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.266 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.266 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.266 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.266 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.266 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.266 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.266 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.266 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.266 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.266 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.267 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.267 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.267 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.267 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.267 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.267 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.267 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.267 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.267 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.268 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.268 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.268 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.268 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.269 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.269 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.269 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.269 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.269 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.269 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.270 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.270 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.270 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.270 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.270 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.270 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.270 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.270 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.271 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.271 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.271 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.271 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.271 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.271 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.271 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.271 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.272 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.272 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.272 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.272 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.272 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.272 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.273 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.273 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.273 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.273 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.273 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.274 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.274 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.274 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.274 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.274 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.274 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.275 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.275 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.275 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.275 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.275 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.275 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.275 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.275 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.275 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.276 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.276 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.276 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.276 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.276 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.276 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.276 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.276 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.276 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.276 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.277 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.277 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.277 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.277 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.277 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.277 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.277 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.277 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.277 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.278 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.278 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.278 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.278 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.278 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.278 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.278 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.278 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.279 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.279 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.279 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.279 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.279 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.279 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.279 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.279 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.280 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.280 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.280 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.280 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.280 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.280 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.280 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.280 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.280 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.281 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.281 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.281 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.281 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.281 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.281 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.281 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.282 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.282 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.282 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.282 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.282 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.282 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.282 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.282 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.282 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.282 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.283 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.283 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.283 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.283 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.283 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.283 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.283 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.283 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.284 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.284 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.284 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:53.284 DEBUG mysql_avatar::mysqld:166      : socket.writable...
